Hungary,67420.0,64550.0,58000.0,58380.0,57780.0,57430.0,58460.0,56990.0,57350.0,57910.0,54630.0,56300.0,55630.0,58230.0,56390.0,55960.0,55460.0,53860.0,53030.0,47840.0,47880.0,46910.0,43430.0,40760.0,40630.0,43380.0,44480.0,46550.0,46390.0
Indonesia,147990.0,161840.0,170910.0,185480.0,196930.0,222840.0,234480.0,257670.0,261140.0,278990.0,280170.0,301830.0,306060.0,335370.0,343160.0,344400.0,364100.0,379980.0,377180.0,394490.0,416940.0,480460.0,486750.0,454320.0,490050.0,490840.0,494980.0,532920.0,583110.0
India,562480.0,607340.0,630260.0,652470.0,687950.0,741100.0,776720.0,821480.0,839830.0,904090.0,940170.0,953880.0,987530.0,1015890.0,1087190.0,1137740.0,1214250.0,1336100.0,1423880.0,1568530.0,1665310.0,1760800.0,1908570.0,1966810.0,2136870.0,2150220.0,2183280.0,2301440.0,2434520.0
Ireland,31000.0,31510.0,31590.0,31720.0,32910.0,33520.0,34980.0,36150.0,38670.0,40280.0,42620.0,44910.0,44040.0,44220.0,44860.0,46780.0,47810.0,47020.0,46350.0,41020.0,40630.0,36360.0,37100.0,35720.0,35550.0,36990.0,38710.0,37530.0,37110.0
Iran,179240.0,217670.0,233400.0,231280.0,261180.0,272400.0,280240.0,291410.0,292830.0,326410.0,340750.0,351010.0,368720.0,390680.0,419710.0,451200.0,490770.0,523740.0,534090.0,551430.0,550890.0,561730.0,571120.0,592480.0,610670.0,602230.0,605760.0,620780.0,629290.0
Iraq,64850.0,46770.0,67390.0,88770.0,99730.0,96100.0,98220.0,115790.0,81460.0,64610.0,74570.0,84300.0,79410.0,72080.0,75290.0,88230.0,83890.0,77470.0,86040.0,107520.0,120230.0,131030.0,151860.0,162550.0,168840.0,162190.0,172350.0,174290.0,188140.0
Iceland,1950.0,1910.0,1950.0,1980.0,2090.0,2000.0,2270.0,2150.0,2150.0,2120.0,2230.0,2160.0,2240.0,2230.0,2320.0,2290.0,2330.0,2380.0,2180.0,2110.0,1960.0,1890.0,1860.0,2030.0,2050.0,2060.0,2070.0,2170.0,2200.0
Israel,33800.0,34520.0,36860.0,40500.0,43360.0,46770.0,48730.0,50970.0,51500.0,52980.0,57000.0,57950.0,61080.0,62890.0,63160.0,60990.0,64330.0,66590.0,66700.0,65720.0,70510.0,69820.0,76060.0,67000.0,64710.0,66140.0,65260.0,66040.0,61970.0
Italy,405260.0,404070.0,402270.0,396930.0,392290.0,416420.0,412150.0,415520.0,426370.0,433010.0,436300.0,436570.0,443470.0,462200.0,472410.0,473830.0,466650.0,459370.0,444980.0,397060.0,405270.0,396690.0,376750.0,346450.0,327490.0,337860.0,333340.0,329190.0,324850.0
Jamaica,7470.0,7400.0,8150.0,8320.0,8380.0,8680.0,9040.0,9200.0,9720.0,9980.0,10060.0,10080.0,10250.0,10590.0,10570.0,10560.0,12060.0,12020.0,9620.0,7880.0,7480.0,7600.0,7110.0,7580.0,7400.0,7290.0,7750.0,7190.0,8510.0
Jordan,9930.0,9780.0,11920.0,12200.0,12990.0,13600.0,13870.0,14370.0,14610.0,14630.0,16270.0,16250.0,16870.0,17310.0,18580.0,19870.0,20170.0,21090.0,20010.0,20660.0,20200.0,20760.0,24120.0,23800.0,25590.0,25360.0,24860.0,26100.0,24700.0
Japan,1092560.0,1105660.0,1117470.0,1109660.0,1162940.0,1172790.0,1186230.0,1173990.0,1131250.0,1165890.0,1182950.0,1170620.0,1206970.0,1215780.0,1211090.0,1213820.0,1190260.0,1226360.0,1159620.0,1101210.0,1156080.0,1212170.0,1252220.0,1260900.0,1219820.0,1181500.0,1171390.0,1151930.0,1106150.0
Kazakhstan,237570.0,247530.0,255650.0,218350.0,196060.0,172480.0,149900.0,126810.0,130320.0,118250.0,114680.0,111870.0,121460.0,136300.0,150220.0,162480.0,180210.0,189110.0,232010.0,204220.0,223570.0,242190.0,241490.0,256340.0,205230.0,206640.0,223020.0,225560.0,220450.0
Kenya,6140.0,5890.0,5950.0,5860.0,5870.0,6370.0,6970.0,6640.0,7160.0,7490.0,8230.0,7610.0,7420.0,6530.0,7430.0,8330.0,9300.0,9370.0,9910.0,11710.0,12640.0,13030.0,12130.0,14100.0,15030.0,17090.0,18770.0,18890.0,18400.0
Kyrgyzstan,22760.0,20420.0,13800.0,10110.0,6550.0,4600.0,5770.0,5690.0,6030.0,4790.0,4670.0,3970.0,4970.0,5590.0,5560.0,5300.0,5320.0,6470.0,7510.0,6760.0,6350.0,7620.0,10060.0,9380.0,9710.0,10270.0,9700.0,9340.0,11000.0
Cambodia,1260.0,1300.0,1350.0,1380.0,1470.0,1510.0,1610.0,1700.0,1940.0,1910.0,1960.0,2150.0,2210.0,2380.0,2380.0,2640.0,2950.0,3600.0,3940.0,4730.0,4920.0,5190.0,5420.0,5580.0,6630.0,8580.0,9900.0,11370.0,11160.0
South Korea,249250.0,274040.0,296210.0,326630.0,353230.0,384310.0,408880.0,430480.0,365670.0,400940.0,455690.0,470520.0,461940.0,464610.0,484900.0,480080.0,486940.0,501500.0,513190.0,525390.0,574260.0,597290.0,598960.0,597640.0,586000.0,606510.0,614780.0,625350.0,630870.0
Laos,510.0,550.0,590.0,610.0,630.0,670.0,750.0,790.0,820.0,850.0,900.0,1000.0,1110.0,1150.0,1210.0,1260.0,1640.0,1730.0,2050.0,2540.0,2880.0,3040.0,3270.0,3910.0,4420.0,8660.0,15360.0,18510.0,18790.0
Lebanon,5620.0,7040.0,7020.0,10330.0,11270.0,13300.0,14120.0,16130.0,16250.0,17030.0,15670.0,16890.0,16840.0,17410.0,17880.0,17280.0,16230.0,15050.0,18660.0,21920.0,20880.0,21180.0,23480.0,23240.0,24940.0,27050.0,27810.0,29280.0,27710.0
Liberia,450.0,370.0,400.0,420.0,420.0,420.0,430.0,450.0,490.0,400.0,430.0,450.0,450.0,480.0,560.0,670.0,690.0,640.0,540.0,540.0,730.0,850.0,950.0,910.0,1220.0,1260.0,1410.0,1260.0,1320.0
Libya,36090.0,33320.0,30300.0,30840.0,35910.0,37490.0,39400.0,38940.0,39900.0,38060.0,39870.0,41430.0,43600.0,44280.0,45490.0,49130.0,49370.0,46290.0,51470.0,53810.0,57230.0,38050.0,52300.0,54990.0,59700.0,53840.0,51180.0,56810.0,58940.0
Sri Lanka,3840.0,3980.0,5250.0,5090.0,5770.0,5820.0,8360.0,8340.0,8610.0,9500.0,10930.0,10850.0,11380.0,12410.0,12870.0,13980.0,12410.0,13590.0,12810.0,12290.0,13070.0,15420.0,16830.0,14480.0,17600.0,20360.0,21930.0,23310.0,21630.0
Lesotho,1390.0,1450.0,1500.0,1540.0,1580.0,1610.0,1640.0,1670.0,1710.0,1720.0,1750.0,1770.0,1800.0,1820.0,1870.0,1900.0,1920.0,1960.0,2010.0,2100.0,2160.0,2210.0,2280.0,2290.0,2310.0,2230.0,2270.0,2440.0,2570.0
Lithuania,32220.0,34290.0,19980.0,15740.0,14810.0,13740.0,14230.0,13920.0,14710.0,12250.0,10510.0,11150.0,11220.0,11230.0,11910.0,12830.0,13020.0,13210.0,13060.0,11690.0,12600.0,11840.0,11930.0,11330.0,10860.0,11070.0,11200.0,11220.0,11590.0
Morocco,21730.0,23450.0,25260.0,25980.0,28130.0,29200.0,28890.0,30330.0,31050.0,32600.0,33290.0,36920.0,38270.0,38210.0,42170.0,44490.0,46190.0,47730.0,50180.0,50540.0,53660.0,57790.0,60150.0,59720.0,61160.0,63150.0,63080.0,65930.0,66680.0
Moldova,30530.0,24600.0,20320.0,17410.0,14140.0,12140.0,10400.0,9580.0,8650.0,7350.0,6710.0,7020.0,7180.0,7770.0,7780.0,8180.0,7980.0,8140.0,8150.0,7640.0,8300.0,8350.0,8140.0,7180.0,7710.0,8020.0,8140.0,8160.0,8590.0
Madagascar,890.0,950.0,960.0,1000.0,1210.0,1370.0,1310.0,1420.0,1630.0,1670.0,1650.0,1670.0,1120.0,1550.0,1650.0,1710.0,1640.0,1720.0,1780.0,1690.0,1870.0,2190.0,2740.0,2930.0,3050.0,3320.0,3220.0,3500.0,3370.0
Mexico,267700.0,286100.0,289760.0,300830.0,325980.0,306520.0,326080.0,349230.0,373120.0,360470.0,384480.0,382760.0,388740.0,407000.0,414190.0,432390.0,449710.0,462410.0,477410.0,461760.0,468940.0,480960.0,480710.0,469860.0,458320.0,472590.0,479250.0,471810.0,472140.0
Marshall Islands,0.0,0.0,80.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,110.0,120.0,110.0,130.0,140.0,140.0,140.0,130.0,140.0,140.0,140.0,140.0,140.0,150.0,150.0,180.0,180.0,190.0
North Macedonia,8590.0,8380.0,8590.0,8890.0,8590.0,8570.0,10110.0,9040.0,9880.0,9140.0,8820.0,8990.0,8430.0,9210.0,8920.0,9360.0,9370.0,9810.0,9580.0,8960.0,8730.0,9640.0,9130.0,8240.0,7780.0,7480.0,7390.0,7860.0,7370.0
Mali,420.0,430.0,450.0,460.0,470.0,470.0,490.0,530.0,770.0,800.0,1410.0,1610.0,1400.0,1400.0,1480.0,1650.0,1890.0,2070.0,2090.0,2510.0,2780.0,3120.0,3110.0,3050.0,3120.0,3410.0,4420.0,5050.0,5620.0
Malta,2320.0,2210.0,2170.0,2810.0,2510.0,2380.0,2320.0,2470.0,2370.0,2410.0,2130.0,2490.0,2320.0,2610.0,2600.0,2620.0,2650.0,2710.0,2720.0,2510.0,2580.0,2570.0,2710.0,2370.0,2350.0,1650.0,1350.0,1520.0,1550.0
