1990,8
1991,9
1992,6
1993,4
1994,10
1995,6
1996,7
1997,9
1998,5
1999,1
2000,9
2001,9
2002,9
2003,6
2004,3
2005,13
2006,13
2007,16
2008,9
2009,10
2010,13
2011,9
2012,8
2013,6
2014,9
2015,7
2016,6
2017,5
2018,12
