1990,147990.0
1991,161840.0
1992,170910.0
1993,185480.0
1994,196930.0
1995,222840.0
1996,234480.0
1997,257670.0
1998,261140.0
1999,278990.0
2000,280170.0
2001,301830.0
2002,306060.0
2003,335370.0
2004,343160.0
2005,344400.0
2006,364100.0
2007,379980.0
2008,377180.0
2009,394490.0
2010,416940.0
2011,480460.0
2012,486750.0
2013,454320.0
2014,490050.0
2015,490840.0
2016,494980.0
2017,532920.0
2018,583110.0
