1990,5
1991,5
1992,3
1993,6
1994,11
1995,8
1996,2
1997,3
1998,2
1999,5
2000,8
2001,8
2002,6
2003,9
2004,8
2005,3
2006,8
2007,6
2008,7
2009,9
2010,3
2011,10
2012,7
2013,5
2014,3
2015,4
2016,1
2017,6
2018,1
