1990,6
1991,9
1992,12
1993,12
1994,9
1995,4
1996,6
1997,18
1998,27
1999,11
2000,7
2001,9
2002,22
2003,14
2004,15
2005,19
2006,26
2007,12
2008,12
2009,6
2010,10
2011,5
2012,9
2013,7
2014,5
2015,3
2016,4
2017,4
2018,3
