1990,4
1991,4
1992,1
1993,3
1994,7
1995,3
1996,7
1997,2
1998,8
1999,1
2000,5
2001,5
2002,16
2003,15
2004,9
2005,4
2006,11
2007,20
2008,12
2009,6
2010,6
2011,10
2012,5
2013,8
2014,3
2015,3
2016,6
2017,3
2018,5
